id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
245403,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-10-12,Army jawan, porter killed in ceasefire violation by Pak Army""",Press Trust of India,2017-10-12,"Army jawan, porter killed in ceasefire violation by Pak Army",,5,LoC Poonch district,LoC in Poonch,Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,2,10/02/2017 00:00:00,10/04/2017 00:00:00,0,0,2,0,2,2,2,
245453,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-11-02,BSF jawan killed in Pak firing in Samba, 3 Pak posts damaged""",Press Trust of India,2017-11-02,"BSF jawan killed in Pak firing in Samba, 3 Pak posts damaged",BSF officer,5,LoC Samba sector,along the International Border (IB) in Jammu and Kashmir's Samba district,Jammu and Kashmir State,Samba District,32.470000,74.900000,POINT (74.900000 32.470000),176190,India,750,Asia,1,1,11/02/2017 00:00:00,11/02/2017 00:00:00,1,0,0,0,1,1,1,
245680,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,Defence sources,5,LoC in Azad Jammu and Kashmir,Naushera sector along the LoC in Rajouri district,Azad Jammu & Kashmir,,33.950961,74.271094,POINT (74.271094 33.950961),178349,Pakistan,770,Asia,1,1,06/15/2017 00:00:00,06/15/2017 00:00:00,0,2,0,0,2,2,2,
245699,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,Army sources,5,LoC in Azad Jammu and Kashmir,LoC in Uri sector,Azad Jammu & Kashmir,,33.950961,74.271094,POINT (74.271094 33.950961),178349,Pakistan,770,Asia,1,1,06/30/2017 00:00:00,06/30/2017 00:00:00,0,2,0,0,2,2,2,
245724,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,Army spokesman,2,Keran Sector,Farkian Gali in Keran sector,Jammu and Kashmir State,Kupwara District,34.666697,73.966538,POINT (73.966538 34.666697),179788,India,750,Asia,1,1,07/12/2017 00:00:00,07/12/2017 00:00:00,2,0,0,0,2,2,2,
245726,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,SATP,5,"LoC, Rajouri District","Tarkundi, falling between Manjakote and Balakote sectors",Jammu and Kashmir State,Rajouri District,33.393213,74.189935,POINT (74.189935 33.393213),177629,India,750,Asia,1,1,07/15/2017 00:00:00,07/15/2017 00:00:00,1,0,0,0,1,1,1,
245733,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,ISPR,5,Neelum Valley road,"Neelam Valley road, along the LoC in Furikiyan sector in Kupwara",Azad Jammu & Kashmir,,34.710201,74.123822,POINT (74.123822 34.710201),179789,Pakistan,770,Asia,1,1,07/16/2017 00:00:00,07/16/2017 00:00:00,0,5,0,0,5,5,5,
245790,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,BSF,5,"LoC, Rajouri District",IB in Akhnoor and Sunderbani sectors in Rajouri District,Jammu and Kashmir State,Rajouri District,33.393213,74.189935,POINT (74.189935 33.393213),177629,India,750,Asia,1,1,08/26/2017 00:00:00,08/26/2017 00:00:00,0,3,0,0,3,3,3,
245799,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,SATP,5,LoC in Azad Jammu and Kashmir,Nezapir sector,Azad Jammu & Kashmir,,33.950961,74.271094,POINT (74.271094 33.950961),178349,Pakistan,770,Asia,1,2,08/26/2017 00:00:00,08/27/2017 00:00:00,0,2,3,0,5,5,5,
245831,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline - 2017,SATP,2,Arnia town,Arnia sector on the IB,Jammu and Kashmir State,Jammu District,32.520378,74.798998,POINT (74.798998 32.520378),176910,India,750,Asia,1,1,09/16/2017 00:00:00,09/16/2017 00:00:00,0,0,1,0,1,1,1,
245948,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline 2017,Army official,5,"LoC, near Uri town",along the LoC in Kamalkote (near Uri) sector of Baramulla District,Jammu and Kashmir State,Baramulla District,34.048211,73.902294,POINT (73.902294 34.048211),179068,India,750,Asia,1,1,10/21/2017 00:00:00,10/21/2017 00:00:00,0,0,0,1,1,1,1,
246232,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""ICG,2017-08-01,CrisisWatch August 2017 - Kashmir""",ICG,2017-08-01,CrisisWatch August 2017 - Kashmir,Local officials,5,Jhelum Valley,Azad Jammu and Kashmir’s (AJK) Jhelum Valley,Punjab Province,Jhelum District,34.170000,73.740000,POINT (73.740000 34.170000),179068,Pakistan,770,Asia,1,1,07/21/2017 00:00:00,07/21/2017 00:00:00,0,0,1,0,1,1,1,
246237,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""ICG,2017-10-01,CrisisWatch September 2017 - Kashmir""",ICG,2017-10-01,CrisisWatch September 2017 - Kashmir,Pakistan,5,LoC Poonch district,Poonch district,Azad Jammu & Kashmir,Poonch District,33.770000,73.990000,POINT (73.990000 33.770000),178348,Pakistan,770,Asia,1,1,09/29/2017 00:00:00,09/29/2017 00:00:00,0,1,2,0,3,3,3,
246246,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""ICG,2017-06-01,CrisisWatch May 2017 - Kashmir""",ICG,2017-06-01,CrisisWatch May 2017 - Kashmir,ICG,5,LoC,LoC,Jammu and Kashmir State,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,2,05/11/2017 00:00:00,05/13/2017 00:00:00,0,0,3,0,3,3,3,
246308,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline 2017,Pakistan army,5,LoC Bhimber district,Thoob area of Bhimber sector,Azad Jammu & Kashmir,Bhimber District,33.030000,74.290000,POINT (74.290000 33.030000),177629,Pakistan,770,Asia,1,1,02/14/2017 00:00:00,02/14/2017 00:00:00,0,3,0,0,3,3,3,
246332,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline 2017,SATP,5,LoC in Azad Jammu and Kashmir,across the LoC in several areas of Nowshera sector in Rajouri District,Azad Jammu & Kashmir,,33.950961,74.271094,POINT (74.271094 33.950961),178349,Pakistan,770,Asia,1,1,04/17/2017 00:00:00,04/17/2017 00:00:00,0,8,0,0,8,8,8,
246337,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline 2017,SATP,5,"LoC, Nowshera Sector",along the LoC in Nowshera sector,Jammu and Kashmir State,Rajouri District,33.063846,74.215085,POINT (74.215085 33.063846),177629,India,750,Asia,1,2,05/10/2017 00:00:00,05/11/2017 00:00:00,0,0,1,0,1,1,1,
246338,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline 2017,Lieutenant Colonel Manish Mehta,5,"LoC, Rajouri District",LoC in Rajouri District,Jammu and Kashmir State,Rajouri District,33.393213,74.189935,POINT (74.189935 33.393213),177629,India,750,Asia,1,1,05/13/2017 00:00:00,05/13/2017 00:00:00,0,0,2,0,2,2,2,
246342,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2017-11-12,Jammu and Kashmir Timeline 2017""",SATP,2017-11-12,Jammu and Kashmir Timeline 2017,SATP,5,Chakoti-Muzaffarabad road,Chakoti-Muzaffarabad road in PoK,Azad Jammu & Kashmir,,34.195429,73.656856,POINT (73.656856 34.195429),179068,Pakistan,770,Asia,1,1,05/29/2017 00:00:00,05/29/2017 00:00:00,0,2,0,0,2,2,2,
246360,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,3,"""Press Trust of India,2017-06-01,NEWSALERT-JK CEASEFIRE 2"";""Press Trust of India,2017-06-02,Civilian dead, BSF jawan among 4 injured in Pak shelling in JK"";""SATP,2017-11-12,Jammu and Kashmir Timeline - 2017""",Press Trust of India;Press Trust of India;SATP,2017-06-01;2017-06-02;2017-11-12,"NEWSALERT-JK CEASEFIRE 2;Civilian dead, BSF jawan among 4 injured in Pak shelling in JK;Jammu and Kashmir Timeline - 2017",Press Trust of India,5,LoC in Azad Jammu and Kashmir,"J-K's Poonch district, border",Azad Jammu & Kashmir,,33.950961,74.271094,POINT (74.271094 33.950961),178349,Pakistan,770,Asia,1,1,06/01/2017 00:00:00,06/01/2017 00:00:00,0,5,1,0,6,6,6,
246364,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""International Crisis Group,2017-04-01,CrisisWatch March 2017 - Kashmir""",International Crisis Group,2017-04-01,CrisisWatch March 2017 - Kashmir,Pakistani army,3,Kotli District,Kotli district,Azad Jammu & Kashmir,Kotli District,33.445591,73.915571,POINT (73.915571 33.445591),177628,Pakistan,770,Asia,1,1,03/18/2017 00:00:00,03/18/2017 00:00:00,0,0,1,0,1,1,1,
247862,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-09-22,Pak says 6 killed in ceasefire violations""",Press Trust of India,2017-09-22,Pak says 6 killed in ceasefire violations,Pakistan Army spokesman,1,Bini Salehrian village,village Bini Sulariyan,Punjab Province,Sialkot District,32.464100,74.841940,POINT (74.841940 32.464100),176190,Pakistan,770,Asia,1,1,09/21/2017 00:00:00,09/21/2017 00:00:00,0,0,4,0,4,4,4,
247864,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-09-22,Pak says 6 killed in ceasefire violations""",Press Trust of India,2017-09-22,Pak says 6 killed in ceasefire violations,Pakistan Army spokesman,2,Sialkot Town,Chappar/Harpal/Charwa Sector,Punjab Province,Sialkot District,32.497222,74.536111,POINT (74.536111 32.497222),176190,Pakistan,770,Asia,1,1,09/21/2017 00:00:00,09/21/2017 00:00:00,0,0,2,0,2,2,2,
247996,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-10-05,Pak woman intruder shot dead: BSF""",Press Trust of India,2017-10-05,Pak woman intruder shot dead: BSF,official,2,Gunia village,border outpost in Ghania Ke along the International Border in the Dera Baba Nanak Sector ,Punjab State,Gurdaspur district,32.038841,74.990192,POINT (74.990192 32.038841),176190,India,750,Asia,1,1,10/04/2017 00:00:00,10/04/2017 00:00:00,0,0,0,1,1,1,1,
248184,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-11-05,BAT attack foiled near LoC, two militants killed""",Press Trust of India,2017-11-05,"BAT attack foiled near LoC, two militants killed",Director General of Police,5,"LoC, near Uri town",near the Line of Control in Uri sector of Kashmir,Jammu and Kashmir State,Baramulla District,34.048211,73.902294,POINT (73.902294 34.048211),179068,India,750,Asia,1,1,11/05/2017 00:00:00,11/05/2017 00:00:00,0,0,0,2,2,2,2,
249475,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-12-23,Pak intruder shot dead along Indo-Pak border at Ajnala""",Press Trust of India,2017-12-23,Pak intruder shot dead along Indo-Pak border at Ajnala,official,2,Ajnāla town,along the Indo-Pak border at Ajnala,Punjab State,Amritsar district,31.844730,74.762950,POINT (74.762950 31.844730),175470,India,750,Asia,1,1,12/23/2017 00:00:00,12/23/2017 00:00:00,0,0,0,1,1,1,1,
250626,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""The Telegraph,2017-12-27,'Cross-LoC' raid kills 3 Pak jawans""",The Telegraph,2017-12-27,'Cross-LoC' raid kills 3 Pak jawans,Indian defence sources,5,LoC,Pakistan side of Line of Control (LoC) in Jammu and Kashmir,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,1,12/25/2017 00:00:00,12/25/2017 00:00:00,0,3,0,0,3,3,3,
250628,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2017-12-31,Pakistan violates ceasefire in J-K, jawan killed""",Press Trust of India,2017-12-31,"Pakistan violates ceasefire in J-K, jawan killed",A senior police official,5,"LoC, Nowshera Sector",Line of Control in Noushera sector of Rajouri district,Jammu and Kashmir State,Rajouri District,33.063846,74.215085,POINT (74.215085 33.063846),177629,India,750,Asia,1,1,12/31/2017 00:00:00,12/31/2017 00:00:00,1,0,0,0,1,1,1,
250634,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2018-01-01,Jammu and Kashmir Timeline - 2017""",SATP,2018-01-01,Jammu and Kashmir Timeline - 2017,SATP,5,LoC,LoC,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,1,11/02/2017 00:00:00,11/02/2017 00:00:00,0,2,0,0,2,2,2,
250648,,2017,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,2018-01-01,Jammu and Kashmir Timeline - 2017""",SATP,2018-01-01,Jammu and Kashmir Timeline - 2017,SATP,5,LoC,LoC Rajouri and Poonch District,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,1,1,12/24/2017 00:00:00,12/24/2017 00:00:00,0,2,0,0,2,2,2,
