id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
60444,,1999,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Singh, Amarinder.  ""A Ridge Too Far:  War in the Kargil Heights 1999"".",,,,,2,Khalubar hill,Pt 4812 (Khalubar Ridge),Jammu and Kashmir State,Kargil district,34.710000,76.550000,POINT (76.550000 34.710000),179794,India,750,Asia,2,3,07/02/1999 00:00:00,07/08/1999 00:00:00,5,0,0,0,5,5,5,
60478,,1995,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 25/9 1995,,,,Police,3,Neelam District,Neelam Valley,Azad Jammu & Kashmir,Neelam District,34.919183,74.430014,POINT (74.430014 34.919183),179789,Pakistan,770,Asia,1,1,09/24/1995 00:00:00,09/24/1995 00:00:00,0,0,2,0,2,2,2,
61652,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2013-01-08,Pak troops cross LoC, kill 2 jawans brutally"";""Reuters News,2013-01-08,Two Indian soldiers killed in Kashmir border skirmish -Indian army""",Press Trust of India;Reuters News,2013-01-08;2013-01-08,"Pak troops cross LoC, kill 2 jawans brutally;Two Indian soldiers killed in Kashmir border skirmish -Indian army",,2,Mendhar town,"Indian side of LoC, near Mendhar town",Jammu and Kashmir State,Poonch District,33.610440,74.138830,POINT (74.138830 33.610440),178349,India,750,Asia,1,1,01/08/2013 00:00:00,01/08/2013 00:00:00,2,0,0,0,2,2,2,
61653,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-01-09,(REOPENS DEL 34)""",Press Trust of India,2013-01-09,(REOPENS DEL 34),,5,LoC,LoC,Jammu and Kashmir State,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,4,01/01/2013 00:00:00,01/09/2013 00:00:00,2,0,0,0,2,2,2,
61689,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-01-13,KASHMIR-BUNKERS 2 LAST""",Press Trust of India,2013-01-13,KASHMIR-BUNKERS 2 LAST,Pakistan,5,LoC,,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,2,4,01/06/2013 00:00:00,01/13/2013 00:00:00,0,2,0,0,2,2,2,
61860,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-02-15,NEWSALERT-SOLDIER""",Press Trust of India,2013-02-15,NEWSALERT-SOLDIER,army,2,Nowshehra town,Nowshera sector,Jammu and Kashmir State,Rajouri District,33.085396,74.234832,POINT (74.234832 33.085396),177629,India,750,Asia,1,1,02/15/2013 00:00:00,02/15/2013 00:00:00,0,1,0,0,1,1,1,
63260,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-01-16,One soldier killed in 'unprovoked firing': Pakistan army""",Press Trust of India,2013-01-16,One soldier killed in 'unprovoked firing': Pakistan army,Army statement,3,Anantnag District,Kundi post,Jammu and Kashmir State,Anantnag District,33.833330,75.166670,POINT (75.166670 33.833330),178351,India,750,Asia,1,1,01/15/2013 00:00:00,01/15/2013 00:00:00,0,1,0,0,1,1,1,
65079,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-07-27,(Reopens Del 19)""",Press Trust of India,2013-07-27,(Reopens Del 19),Military,1,Rawalakot town,Rawalakot,Jammu and Kashmir State,Poonch District,33.853673,73.750729,POINT (73.750729 33.853673),178348,India,750,Asia,1,1,07/27/2013 00:00:00,07/27/2013 00:00:00,0,1,0,0,1,1,1,
65433,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-06-08,Army calls off search operation on LoC in Poonch""",Press Trust of India,2013-06-08,Army calls off search operation on LoC in Poonch,army,5,LoC Poonch district,Poonch district along the LoC in Subjian-Mandi belt,Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,06/08/2013 00:00:00,06/08/2013 00:00:00,1,0,0,0,1,1,1,
66148,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2013-08-06,Uproar in Par as 5 soldiers killed by Pak troops"";""Press Trust of India,2013-08-06,(Reopens DEL24)""",Press Trust of India;Press Trust of India,2013-08-06;2013-08-06,Uproar in Par as 5 soldiers killed by Pak troops;(Reopens DEL24),army,2,Chakan di Bag village, along the LoC in Chakan-Da-Bagh sector of Poonch.,Jammu and Kashmir State,Poonch District,33.752780,74.030560,POINT (74.030560 33.752780),178349,India,750,Asia,1,1,08/06/2013 00:00:00,08/06/2013 00:00:00,5,0,0,0,5,5,5,
66182,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-08-11,BSF jawan injured in cross-border firing dies at AIIMS""",Press Trust of India,2013-08-11,BSF jawan injured in cross-border firing dies at AIIMS,army,2,Ramgarh town,"in Jammu and Kashmir's Samba district, Ramgarh sector of Samba",Jammu and Kashmir State,Samba District,32.483006,74.933418,POINT (74.933418 32.483006),176190,India,750,Asia,1,1,08/05/2013 00:00:00,08/05/2013 00:00:00,1,0,0,0,1,1,1,
67204,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Press Trust of India,2013-10-18,(Reopens DEL 96)""",Press Trust of India,2013-10-18,(Reopens DEL 96),officials,5,LoC Poonch district,Either Hamirpur-BhimbherGali sub-sector along LoC or Balakote forward areas along LoC in Poonch district,Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,10/15/2013 00:00:00,10/15/2013 00:00:00,1,0,0,0,1,1,1,
67208,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Press Trust of India,2013-10-23,BSF personnel killed, seven injured in Pak firing, shelling"";""Press Trust of India,2013-10-24,More shelling, firing by Pak troops along IB""",Press Trust of India;Press Trust of India,2013-10-23;2013-10-24,"BSF personnel killed, seven injured in Pak firing, shelling;More shelling, firing by Pak troops along IB",police,3,Jammu District,"BOP (Border observation post) Chinaj.  Somewhere in Jammu region, I infer.",Jammu and Kashmir State,Jammu District,32.750000,74.833330,POINT (74.833330 32.750000),176910,India,750,Asia,1,1,10/22/2013 00:00:00,10/22/2013 00:00:00,1,0,0,0,1,1,1,
67775,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP,1753-01-01,2013 India Timeline""",SATP,1753-01-01,2013 India Timeline,SATP,2,Rawalakot town,"Kulli Post PoK, should be opposite Poonch Sector",Azad Jammu & Kashmir,Poonch District,33.857816,73.760426,POINT (73.760426 33.857816),178348,Pakistan,770,Asia,1,1,01/10/2013 00:00:00,01/10/2013 00:00:00,0,1,0,0,1,1,1,
67792,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Deccan Chronicle,2013-01-13,Fresh exchange of fire across LoC"";""SATP,1753-01-01,2013 India Timeline""",Deccan Chronicle;SATP,2013-01-13;1753-01-01,Fresh exchange of fire across LoC;2013 India Timeline,"SATP, army",5,LoC Poonch district,"along the Line of Control in Poonch sector, opposite Krishagati sub-sector in Poonch sector",Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,01/12/2013 00:00:00,01/12/2013 00:00:00,0,0,0,0,0,2,0,
68040,,2013,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""BBC Monitoring South Asia,2013-06-08,Indian Army spokesman confirms Kashmir cease-fire violation by Pakistan""",BBC Monitoring South Asia,2013-06-08,Indian Army spokesman confirms Kashmir cease-fire violation by Pakistan,army,5,LoC Poonch district,"LoC, Sabjian, Mandi sub sector of Poonch district",Jammu and Kashmir State,Poonch District,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,06/07/2013 00:00:00,06/07/2013 00:00:00,1,0,0,0,1,1,1,
71629,,1989,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,1,5,01/01/1989 00:00:00,12/31/1989 00:00:00,0,0,0,25,25,25,25,
71630,,1990,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/1990 00:00:00,12/31/1990 00:00:00,0,0,0,17,17,6,17,
71631,,1992,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India-Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/1992 00:00:00,12/31/1992 00:00:00,0,0,0,6,6,0,6,
71632,,1996,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/1996 00:00:00,12/31/1996 00:00:00,0,0,0,25,25,25,25,
71633,,1998,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION ,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/1998 00:00:00,12/31/1998 00:00:00,0,0,0,25,25,25,25,
71634,,2000,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/2000 00:00:00,12/31/2000 00:00:00,0,0,0,25,25,25,25,
71635,,2001,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/2001 00:00:00,12/31/2001 00:00:00,0,0,0,25,25,25,25,
71636,,2002,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,,,,,AGGREGATION,5,LoC,India - Pakistan border,,,32.565000,74.676000,POINT (74.676000 32.565000),176910,India,750,Asia,2,5,01/01/2002 00:00:00,12/31/2002 00:00:00,0,0,0,9,9,0,9,
108867,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"SATP, Jammu and Kashmir Timeline 2010  BBC Monitoring South Asia,  24 May 2010 Indian soldier hurt in Pakistani firing across Kashmir cease-fire line - paper",,,,Pakistan,2,Balnoi village,on Indian positions in the Balnoi area of Krishna Ghati sector in Poonch District.,Jammu and Kashmir State,Poonch district,33.603170,73.979198,POINT (73.979198 33.603170),178348,India,750,Asia,1,2,05/23/2010 00:00:00,05/24/2010 00:00:00,0,1,0,0,1,1,1,
108874,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"SATP, Jammu and Kashmir Timeline 2010      8 July 2010  BBC Monitoring  (3) Text of report by Indian news agency PTI",,,,SATP,1,Chak Phagwari village,in forward area of Chak Phagwari in Pargwal island of Akhnoor tehsil (revenue unit).,Jammu and Kashmir State,Jammu district,32.738465,74.527477,POINT (74.527477 32.738465),176910,India,750,Asia,1,1,07/06/2010 00:00:00,07/06/2010 00:00:00,1,0,1,0,2,1,2,
108875,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,Reuters News   7 July 2010   UPDATE 2-Two die in gunfire at India-Pakistan border,,,,officials   K. Srinivasan.,3,Sialkot District,"in the Sialkot sector of Pakistan    long the Sialkot working boundary, north of the Pakistani city of Lahore.",Punjab Province,Sialkot District,32.443325,74.568170,POINT (74.568170 32.443325),176190,Pakistan,770,Asia,1,2,07/06/2010 00:00:00,07/07/2010 00:00:00,2,0,0,0,2,2,2,
108876,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"Agence France Presse,   11 January 2010, Indian border guard dies in Kashmir shooting: officials",,,,Indian officials,5,LoC Poonch district,,Jammu and Kashmir State,Poonch district,33.750000,74.010000,POINT (74.010000 33.750000),178349,India,750,Asia,1,1,01/11/2010 00:00:00,01/11/2010 00:00:00,1,0,0,0,1,1,1,
108885,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"SATP, Jammu and Kashmir Timeline 2010    Agence France Presse  25 October 2010  Pakistani troops kill Indian soldier in Kashmir: Delhi",,,,"SATP,  army spokesman Biplab Nath",2,Krishna Ghati sector,at the LoC in Krishna Ghati sector of Poonch District.    Indian forward posts in the southern Poonch sector,Jammu and Kashmir State,Poonch district,33.705260,74.060559,POINT (74.060559 33.705260),178349,India,750,Asia,1,1,10/24/2010 00:00:00,10/24/2010 00:00:00,1,0,0,0,1,1,1,
108943,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"SATP, Jammu and Kashmir Timeline 2010",,,,SATP,2,Mankote village,at Peer Post in the Mankote area of Mendhar sector in Poonch.,Jammu and Kashmir State,Poonch district,33.557359,74.084339,POINT (74.084339 33.557359),178349,India,750,Asia,1,1,08/09/2010 00:00:00,08/09/2010 00:00:00,1,0,0,0,1,1,1,
108958,,2010,False,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,"SATP, Jammu and Kashmir Timeline 2010   Agence France Presse20 June 2010 Pakistan troops shoot dead two Indians in Kashmir: Indian army",,,,a defence spokesman,2,Machil sector,"Indian positions in the Machhil sector of Kupwara District,",Jammu and Kashmir State,Kupwara district,34.692380,74.359250,POINT (74.359250 34.692380),179789,India,750,Asia,1,1,06/20/2010 00:00:00,06/20/2010 00:00:00,2,0,0,0,2,2,2,
150090,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K timeline 2014,1753-01-01,June 13""","SATP, J&K timeline 2014",1753-01-01,June 13,The Times of India.,1,Keri village,in Keri Sector along the LoC of Rajouri District killing ,Jammu and Kashmir State,Rajouri District,33.148049,74.509880,POINT (74.509880 33.148049),177630,India,750,Asia,1,1,06/13/2014 00:00:00,06/13/2014 00:00:00,1,0,0,0,1,1,1,
150112,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,6,"""SATP, J&K timeline 2014,1753-01-01,August 23"";""Press Trust of India,2014-08-23,2 killed in heavy Pak shelling on 22 border posts, 13 hamlets"";""Indian Express,2014-08-24,Two civilians killed as Pak targets 22 border outposts"";""New Indian Express,2014-08-24,2 Civilians Killed as Pakistan Violates LoC Ceasefire Again"";""The Hindu,2014-08-24,Two killed in Pakistani firing"";""Press Trust of India,2014-08-25,Ceasefire violations: Sena demands strong action against Pak""","SATP, J&K timeline 2014;Press Trust of India;Indian Express;New Indian Express;The Hindu;Press Trust of India",1753-01-01;2014-08-23;2014-08-24;2014-08-24;2014-08-24;2014-08-25,"August 23;2 killed in heavy Pak shelling on 22 border posts, 13 hamlets;Two civilians killed as Pak targets 22 border outposts;2 Civilians Killed as Pakistan Violates LoC Ceasefire Again;Two killed in Pakistani firing;Ceasefire violations: Sena demands strong action against Pak","sub Divisional Police officer (SDPO), R S Pura, Devender Singh.

Pakistani security forces,",1,Jora village,"deaths occurred in  Jora farm village

near the IB in RS Pura sector in Jammu District.

 22 border outposts and 13 villages along the International Border in Jammu sector

 the entire border belt of Arnia and R S Pura as well as Hamirpur sub-sector in Poonch.

 villages of Sia, Jordha farm, Treva, Nikowal, Pittal, Pindi, Top-2, Gari, Gharana, Abdullian Korotana, Korotana Khurd and Vidhipur Jattan.

along the International Border (IB) in R S Pura and Arnia sectors in Jammu province.

 in Shahpur sub-sector of Poonch",Jammu and Kashmir State,Jammu District,32.474590,74.663551,POINT (74.663551 32.474590),176190,India,750,Asia,1,1,08/23/2014 00:00:00,08/23/2014 00:00:00,0,0,2,0,2,2,2,
150117,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K timeline 2014,1753-01-01,August 26""","SATP, J&K timeline 2014",1753-01-01,August 26,,5,LoC,,Azad Jammu & Kashmir,,32.565000,74.673000,POINT (74.673000 32.565000),176910,Pakistan,770,Asia,2,4,08/16/2014 00:00:00,08/26/2014 00:00:00,0,0,0,0,0,4,0,
150252,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,3,"""SATP, J&K timeline, 2014,1753-01-01,October 3"";""Press Trust of India,2014-10-03,Pak shells LoC villages in Poonch, girl killed, 4 injured"";""New Indian Express,2014-10-04,Teen Girl Killed, 4 Hurt in Pak Firing along LoC""","SATP, J&K timeline, 2014;Press Trust of India;New Indian Express",1753-01-01;2014-10-03;2014-10-04,"October 3;Pak shells LoC villages in Poonch, girl killed, 4 injured;Teen Girl Killed, 4 Hurt in Pak Firing along LoC","police
defence sources",1,Gagrian village,"along the LoC in Sabjian Sector of Poonch District,

at Gigriyal border hamlet

in Sabjian belt 

Gagrian village in Sabjian sector",Jammu and Kashmir State,Poonch District,33.850901,74.319953,POINT (74.319953 33.850901),178349,India,750,Asia,1,1,10/03/2014 00:00:00,10/03/2014 00:00:00,0,0,1,0,1,1,1,
150266,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,8,"""SATP, J&K timeline, 2014,1753-01-01,October 5"";""SATP, J&K timeline, 2014,1753-01-01,October 20"";""Press Trust of India,2014-10-06,Five villagers killed in heavy shelling by Pakistan along IB"";""Reuters News,2014-10-06,Five Indian civilians killed in border clash with Pakistan"";""Indian Express,2014-10-07,As Pakistan violates ceasefire, India vows ‘effective retaliation’"";""The Telegraph,2014-10-07,Shells rain death, then sweets follow"";""The Hindu,2014-10-07,Five civilians killed in heavy Pakistan shelling"";""Press Trust of India,2014-10-07,Ceasefire violations: India puts off flag meeting proposal""","SATP, J&K timeline, 2014;SATP, J&K timeline, 2014;Press Trust of India;Reuters News;Indian Express;The Telegraph;The Hindu;Press Trust of India",1753-01-01;1753-01-01;2014-10-06;2014-10-06;2014-10-07;2014-10-07;2014-10-07;2014-10-07,"October 5;October 20;Five villagers killed in heavy shelling by Pakistan along IB;Five Indian civilians killed in border clash with Pakistan;As Pakistan violates ceasefire, India vows ‘effective retaliation’;Shells rain death, then sweets follow;Five civilians killed in heavy Pakistan shelling;Ceasefire violations: India puts off flag meeting proposal","Sub-Divisional Police Officer (SDPO), R S Pura Tehsil, Devender Singh
Rakesh Kumar, inspector general of the Indian border security forces.",2,"Arnia town, Bishna sub-district","along the IB, in Arnia Sector of Jammu District.

 in Arnia town of Jammu District 

10 border outposts (BoPs) and civilian areas along international border (IB) in Arnia belt of Jammu district

in several hamlets

Reuters: village of Arnia about three km (two miles) from the border 

in villages over 5km from the border in the Arnia sub-sector of Jammu's Ranbir Singh Pora

 Arnia, in the Arnia sub sector

in the Arnia sector of RS Pura division, about 45 km from Jammu city

 in Arnia village",Jammu and Kashmir State,Jammu District,32.478715,74.764663,POINT (74.764663 32.478715),176190,India,750,Asia,1,2,10/05/2014 00:00:00,10/06/2014 00:00:00,0,0,2,0,2,2,2,
150268,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""SATP, J&K timeline, 2014,1753-01-01,October 8""","SATP, J&K timeline, 2014",1753-01-01,October 8,,3,Samba District,in Samba sector in Samba District.,Jammu and Kashmir State,Samba District,32.575230,75.109290,POINT (75.109290 32.575230),176911,India,750,Asia,1,1,10/08/2014 00:00:00,10/08/2014 00:00:00,0,0,0,0,0,1,0,
150270,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,7,"""SATP, J&K timeline, 2014,1753-01-01,October 8"";""Press Trust of India,2014-10-08,IAF Chief says ceasefire violations quite serious"";""Reuters News,2014-10-08,Reuters World News Summary"";""Reuters News,2014-10-08,Five more civilians killed in worst India-Pakistan fighting for years"";""Press Trust of India,2014-10-08,(Updates with night c'fire incidents)"";""Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control"";""The Hindu,2014-10-09,Border still tense; PM says all will be fine soon""","SATP, J&K timeline, 2014;Press Trust of India;Reuters News;Reuters News;Press Trust of India;Indian Express;The Hindu",1753-01-01;2014-10-08;2014-10-08;2014-10-08;2014-10-08;2014-10-09;2014-10-09,October 8;IAF Chief says ceasefire violations quite serious;Reuters World News Summary;Five more civilians killed in worst India-Pakistan fighting for years;(Updates with night c'fire incidents);Bushfire to bullets: Face-off threatens to spin out of control;Border still tense; PM says all will be fine soon,"India's Air Chief Arup Raha
 Senior Superintendent of Police (SSP), Samba, Anil Mangotra

indian authorities",5,LoC Samba sector,"in Challyari Village of Samba District

along the international border in Jammu and Kashmir, 

in the Samba sector of the Jammu region",Jammu and Kashmir State,Samba District,32.470000,74.900000,POINT (74.900000 32.470000),176190,India,750,Asia,1,1,10/08/2014 00:00:00,10/08/2014 00:00:00,0,0,2,0,2,2,1,
150271,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,4,"""Reuters News,2014-10-06,Indian-Pakistan fighting kills nine civilians, three militants"";""Press Trust of India,2014-10-06,Pakistan lodges protest with India for ceasefire violations"";""The Telegraph,2014-10-08,Militant 'blowback' looms on border"";""Indian Express,2014-10-09,Bushfire to bullets: Face-off threatens to spin out of control""",Reuters News;Press Trust of India;The Telegraph;Indian Express,2014-10-06;2014-10-06;2014-10-08;2014-10-09,"Indian-Pakistan fighting kills nine civilians, three militants;Pakistan lodges protest with India for ceasefire violations;Militant 'blowback' looms on border;Bushfire to bullets: Face-off threatens to spin out of control","pakistan
Authorities in Pakistan
An Inter-Services Public Relations (ISPR) statement",3,Sialkot District,"""at all the places"";
 on [pakistani] side of the IB
 
in the Sialkot sector,Tulsipur village 
[original text: ""in the Sialkot sector, mostly in two villages, Dhamala and Tulsipur""]

Tulsipur near village of Dhamala, perched near the border east of Sialkot",Punjab Province,Sialkot District,32.443325,74.568170,POINT (74.568170 32.443325),176190,Pakistan,770,Asia,2,2,10/05/2014 00:00:00,10/06/2014 00:00:00,0,0,1,0,1,1,1,
150306,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,4,"""SATP, J&K timeline, 2014,1753-01-01,November 8"";""Press Trust of India,2014-11-08,Army jawan, woman killed as Pakistan violates ceasefire"";""The Hindu,2014-11-09,Pakistan violates ceasefire; jawan, woman killed"";""The Telegraph,2014-11-09,Girl, soldier killed in Pak firing""","SATP, J&K timeline, 2014;Press Trust of India;The Hindu;The Telegraph",1753-01-01;2014-11-08;2014-11-09;2014-11-09,"November 8;Army jawan, woman killed as Pakistan violates ceasefire;Pakistan violates ceasefire; jawan, woman killed;Girl, soldier killed in Pak firing","army officer
army spokesman",2,Hardu Kamal Koote village,"along the LoC in Kamalkote area of Uri Sector in Baramulla District.

 along the Line of Control in Uri sector of Kashmir.
 in Kamalkot area of the Uri sector along the LOC

The hindu: near Nanak post at Kamalkote and Tika post in Churanda

Telegraph:
 shelling from across the border in the Kamalkote area of Uri in Kashmir.",Jammu and Kashmir State,Baramulla District,34.119784,73.991680,POINT (73.991680 34.119784),179068,India,750,Asia,1,1,11/08/2014 00:00:00,11/08/2014 00:00:00,1,0,1,0,2,2,2,
154224,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""BBC Monitoring South Asia,2014-08-11,BBC Monitoring Pakistan morning media roundup 11 Aug 14""",BBC Monitoring South Asia,2014-08-11,BBC Monitoring Pakistan morning media roundup 11 Aug 14,BBC,2,Sialkot Town,near Sialkot town,Punjab Province,Sialkot District,32.497222,74.536111,POINT (74.536111 32.497222),176190,Pakistan,770,Asia,1,1,08/11/2014 00:00:00,08/11/2014 00:00:00,0,0,2,0,2,2,2,
154273,,2014,True,Clear,1,218,218,Government of India-Government of Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""BBC Monitoring South Asia,2014-08-24,Programme summary of Pakistan's AVT Khyber News 1600 gmt 23 Aug 14""",BBC Monitoring South Asia,2014-08-24,Programme summary of Pakistan's AVT Khyber News 1600 gmt 23 Aug 14,BBC,2,Sialkot Town,near Sialkot town,Punjab Province,Sialkot District,32.497222,74.536111,POINT (74.536111 32.497222),176190,Pakistan,770,Asia,1,1,08/24/2014 00:00:00,08/24/2014 00:00:00,0,0,0,2,2,2,2,
